"","X.1","event.id","visible","timestamp","location.long","location.lat","algorithm.marked.outlier","external.temperature","gps.hdop","gps.satellite.count","gps.time.to.fix","gps.vdop","ground.speed","gt.activity.count","gt.sys.week","gt.tx.count","heading","height.above.ellipsoid","height.raw","import.marked.outlier","location.error.text","manually.marked.outlier","mw.activity.count","mw.show.in.kml","raptor.workshop.migration.state","tag.battery.voltage","tag.voltage","vertical.error.numerical","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name","study.timezone","study.local.timestamp","utm.easting","utm.northing","utm.zone","day","dT","X","Y","year","Season","mig.id","halfyr","ID_mig","days.cont","date","day.x","day.y","day.dist","mig.state","mig.start","mig.end"
"5159",5159,566435986,"true",2015-03-12 00:00:00,-112.29983,32.9365,NA,NA,NA,NA,NA,NA,11.3177777777778,NA,NA,NA,357,NA,"730",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-11 17:00:00,378484.096365021,3644996.87654563,"12N",70,1,-183166.754718766,3667987.62581863,2015,"Spring","Spring.2015","2015 B",4,300,"2015-03-11",-189626.262599356,3520916.45204419,149.483593566505,"Mig","2015-02-24","2015-03-12"
"5160",5160,566621635,"true",2015-03-12 01:00:00,-112.29233,32.94983,NA,NA,NA,NA,NA,NA,9.77444444444444,NA,NA,NA,75,NA,"680",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-11 18:00:00,379203.421269106,3646466.157366,"12N",70,1,-182360.118321734,3669421.31538105,2015,"Spring","Spring.2015","2015 B",4,300,"2015-03-11",-189626.262599356,3520916.45204419,149.483593566505,"Mig","2015-02-24","2015-03-12"
"5161",5161,566621636,"true",2015-03-12 02:00:00,-112.28217,32.957,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"520",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-11 19:00:00,380162.839827545,3647249.49263522,"12N",70,1,-181351.890247257,3670152.53509948,2015,"Spring","Spring.2015","2015 B",4,300,"2015-03-11",-189626.262599356,3520916.45204419,149.483593566505,"Mig","2015-02-24","2015-03-12"
"5162",5162,566621637,"true",2015-03-12 03:00:00,-112.28167,32.95717,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,250,NA,"520",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-11 20:00:00,380209.804603316,3647267.7717252,"12N",70,1,-181303.690580321,3670168.18416326,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-02-24","2015-03-12"
"5163",5163,566621638,"true",2015-03-12 04:00:00,-112.28217,32.957,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"480",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-11 21:00:00,380162.839827545,3647249.49263522,"12N",70,1,-181351.890247257,3670152.53509948,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-02-24","2015-03-12"
"5164",5164,566621639,"true",2015-03-12 05:00:00,-112.28217,32.957,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"490",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-11 22:00:00,380162.839827545,3647249.49263522,"12N",70,11,-181351.890247257,3670152.53509948,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-02-24","2015-03-12"
"5165",5165,569293020,"true",2015-03-12 16:00:00,-112.28183,32.957,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"480",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-12 09:00:00,380194.619881079,3647249.10573437,"12N",71,1,-181320.008294326,3670150.31868835,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-02-24","2015-03-12"
"5166",5166,569293021,"true",2015-03-12 17:00:00,-112.28567,32.97,NA,NA,NA,NA,NA,NA,11.8322222222222,NA,NA,NA,229,NA,"500",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-12 10:00:00,379853.29257441,3648694.80339936,"12N",71,1,-181579.497489962,3671621.30222171,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-02-24","2015-03-12"
"5167",5167,569293022,"true",2015-03-12 18:00:00,-112.29117,33.11833,NA,NA,NA,NA,NA,NA,7.20222222222222,NA,NA,NA,23,NA,"470",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-12 11:00:00,379541.399137708,3665146.79533405,"12N",71,1,-180944.065721318,3688155.37580163,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-02-24","2015-03-12"
"5168",5168,569293023,"true",2015-03-12 19:00:00,-112.47933,33.31917,NA,NA,NA,NA,NA,NA,12.3466666666667,NA,NA,NA,281,NA,"320",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-12 12:00:00,362300.746921477,3687647.66166316,"12N",71,1,-196949.68138828,3711744.77716837,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-03-12","2015-09-13"
"5169",5169,569293024,"true",2015-03-12 20:00:00,-112.622,33.44517,NA,NA,NA,NA,NA,NA,19.0344444444444,NA,NA,NA,323,NA,"1010",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-12 13:00:00,349237.040259147,3701816.61459238,"12N",71,1,-209242.79200358,3726733.22564308,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-03-12","2015-09-13"
"5170",5170,569293025,"true",2015-03-12 21:00:00,-112.57167,33.53767,NA,NA,NA,NA,NA,NA,7.20222222222222,NA,NA,NA,186,NA,"890",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-12 14:00:00,354070.919562601,3712001.62278861,"12N",71,4,-203793.884413569,3736678.66173808,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-03-12","2015-09-13"
"5171",5171,569126357,"true",2015-03-13 01:00:00,-112.57517,33.54517,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"840",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-12 18:00:00,353758.549749466,3712838.20162555,"12N",71,1,-204058.63856537,3737536.97726904,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-03-12","2015-09-13"
"5172",5172,569126358,"true",2015-03-13 02:00:00,-112.57517,33.54517,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,"820",NA,"",NA,NA,NA,"",NA,NA,NA,"gps","Cathartes aura",136414,"Andres","Turkey Vulture Acopian Center USA GPS","Pacific Daylight Time",2015-03-12 19:00:00,353758.549749466,3712838.20162555,"12N",71,1,-204058.63856537,3737536.97726904,2015,"Spring","Spring.2015","2015 B",4,301,"2015-03-12",-181303.690580321,3670168.18416326,71.1244052282515,"Mig","2015-03-12","2015-09-13"
